Herbacées
"FAMILLE","GENRE","ESPECE","SOUS_ESPECE","CULTIVAR","VARIETE","NOM_FR","DOCUMENTATION","REPARTITION","NO_INTRO","DATE_PLANTATION","PROVENANCE","LOC_CARRE_SERRE","ECOLOGIE","SYNO_INTRO","FAUX_INTRO"
"Scrophulariaceae","Linaria","dalmatica Mill.","","","","","","Dalmatie (Croatie)","03-1245s*","27/03/2006","JB.de l'Académie des Sciences de Sofia","C8 - Carpates-Balkans","","",""
"Scrophulariaceae","Linaria","purpurea Mill.","","","","","","Centre et Sud  Italie, Sicile.","99-1262s*","26/04/2001","U.Science Ambientali L' Aquila","E2 - Apennins","","",""
"Liliaceae","Linum","dolomiticum Borb.","","","","","","Hongrie","02-694s","08/03/2004","J.Alp.Meyrin (Suisse)","C9 - Carpates-Balkans","Rochers dolomitiques","",""
"Liliaceae","Liriope","platyphylla F.T.Wang & T.Tang","","","","","","Chine.; formose.; Japon","93-839s","","JB.Hangzhou (Chine)","D3 - Chine, Japon","","",""
"Liliaceae","Liriope","platyphylla F.T.Wang & T.Tang","","","","","","Chine.; formose.; Japon","98-12s","","","D3 - Chine, Japon","","",""
"Liliaceae","Liriope","spicata Lour.","","","","","","Chine","Anc.coll.","","","D3 - Chine, Japon","","",""
"Campanulaceae","Lobelia","cardinalis L.","","","","","","Amérique boréale","04-1401s*","27/03/2006","JB.et collège de la ville de Northamton (USA)","C5 - Am-du Nord","","",""
"Campanulaceae","Lobelia","syphilitica L.","","","","","","Afr.australe"," 06-25s","28/03/2008","Jean-Michel  SPAS (France)","C6 - Am-du Nord","","",""
"Juncaceae","Luzula","banksiana  Meyer","","","rhadiana Edgas","","","Nouvelle-Zélande","96-1217s","12/05/1998","JB.Dunedin (N-Zélande)","I4 - ","","",""
"Joncaceae","Luzula","nivea Baumg.","","","","","","Alp.; Europ. med","02-1813s*","27/03/2006","JB.et Conservatoire de Genève (Suisse)","A9 - Alpes siliceuses","","",""
"Juncaceae","Luzula","nivea DC.","","","","","","Thermophile subméditerranéenne","02-242s*","08/03/2004","JBU.Zürich (Suisse)","C3 - Péninsule Ibérique","Bois, broussailles ensoleillés","",""
"Juncaceae","Luzula","sudetica DC.","","","","Luzule des Monts Sudètes (entre Bohème et Silésie)","","N-Europe et montagnes du S & C-Europe","99-1397s*","21/03/2003","Conservatoire et JB.de Genève (Suisse)","A9 - Alpes siliceuses","Prairies humides généralement sur sol acide et pauvre","",""
"Caryophyllaceae","Lychnis","yunnanensis Bakerf.","","","","","","Chine","87-1216s","","JBU.Edmonton (Canada)","D3 - Chine, Japon","","",""
"Primulaceae","Lysimachia","atropurpurea  L.","","","","","","Fr.; Balkan","86-1212s","","JBU.Berlin Dahlem (Allemagne)","G1 - ","","",""
"Primulaceae","Lysimachia","barystachys Bunge.","","","","","","Ouest Asie","98-135s","26/04/2001","JB.Weinheim (Allemagne)","D1 - Chine, Japon","","",""
"Primulaceae","Lysimachia","clethroides Duby","","","","","","Japon, Chine, Corée","10.360s","29/03/2011","JB. Nitra (Slovaquie)","D1 - Chine, Japon","","",""
"Primulaceae","Lysimachia","fortunei Maxim.","","","","","","Chine.; Japon","84-656s*","","Institut de recherche botanique de Kyoto","G1 - ","","",""
"Lythraceae","Lythrum","anceps  Makino","","","","","","Japon","07-911s","28/03/2008","JB.Yeomjii (Corée)","D1 - Japon","","",""
"Lythraceae","Lythrum","virgatum L.","","","","","","Europe.; Asie boréale","87-564s","","Grugapark Essen (Allemagne)","B6 - Caucase","","",""
"Papaveraceae","Macleaya","cordata R.Br.","","","","","","Chine.; Japon","95-3031s","12/05/1998","JBU.Hokkaido (Japon)","D3C - Chine, Japon","","","Macleya"
"Agavaceae","Manfreda","virginica Salisb.","","","","","","Amérique boréale","97-243s","19/04/2000","The Morton Arb. Lisle (U.S.A.)","C4 - Am-du Nord","","Agave virginica",""
"Lamiaceae","Marrubium","friwaldskyanum Boiss.","","","","","","Bulgarie","07-1737s","02/03/2009","JB.Sofia (Bulgarie)","C8 - Carpates-Balkans","","",""
"Lamiaceae","Marrubium","incanum Desr.","","","","","","Italie-Sicile-Balkans","08-266s","02/03/2009","JB.Graz (Autriche)","B9 - Carpates-Balkans","","",""
"Lamiaceae","Marrubium","incanum Desv.","","","","","","Italie, Sicile , Balkans","99-1261s*","21/03/2003","Université des sciences Cappito, l'Aquila (Italie)","E2 - Apennins","Endroits rocailleux, pentes arides","",""
"Onocleaceae","Matteuccia","struthiopteris Tod.","","","","","","Nord Est et C-Europe.; SO-Alpes et C-Yugoslavie","Anc.coll.","","","G1 - ","","",""
"Caryophyllaceae","Melandrium  = Silene","noctiflorum L.  = noctiflora","","","","","","Europe","07-1261s","02/03/2009","JB.Bolestraszyce (Pologne)","B3 - Alpes Calcaires","Champs calcaires-argileux","",""
"Melianthaceae","Melianthus","major L.","","","","","","Ethiopie","04-1258s","27/03/2006","JB.et Museum de Berolino-Dahlem (Allemagne)","G2 - Australie","","",""
"Poaceae","Melica","ciliata L.","","","","","","SC- & SE- Europe","99-1389s*","21/03/2003","Conservatoire et JB.de Genève (Suisse)","B3 - Alpes Calcaires","Endroits secs et pierreux","",""
"Poaceae","Melica","hyalina Doell.","","","","","","Chilie","06-549s","06/11/2006","JB.Olomouc (République Tchèque)","E2 - Andes","","",""
"Poaceae","Melica","nutans L.","","","","","","Europe (rare en méditérannée et en Islande), Asie boréale.","00-1070s*","21/03/2003","JBU.Oulou (Finlande)","B3 - Alpes Calcaires","Souvent endroits ombragés et pierreux","",""
"Poaceae","Melica","transsilvanica Schur.","","","","","","Est Europe","07-1353s","02/03/2009","JB.Budapest (Hongrie)","B9 - Carpates-Balkans","","",""
"Lamiaceae","Mentha","suaveolens Ehrh.","","","","","","Corse","99-1114s*","21/03/2003","JB.National de Meise","B3 - Alpes Calcaires","Milieux humides","",""
"Boraginaceae","Mertensia","primuloides C.B.Clarke","insularis Greuter","","","","","Himalaya","87-1019s","","JB.Munich (Allemagne)"," - ","","",""
"Campanulaceae","Michauxia","campanuloides L'Hér.","","","","","","As. Min., Syrie","10.105s","29/03/2011","J.B. Zurich (Suisse)","C5 - Asie Mineure","","",""
"Lamiaceae","Micromeria","dalmatica Benth.","","","","","","Balkans","10.496s","29/03/2011","J.B. Marie Curie, Lublin (Pologne)","C8 - Carpates-Balkans","","",""
"Lamiaceae","Micromeria","thymifolia  Silic","","","","","","Yougoslavie","06-1071s","28/03/2008","JB.Trieste (Italie)","C8 - Balkans","","",""
"Scrophulariaceae","Mimulus","cupreus Regel","","","","","","Chili","10.138s*","29/03/2011","J.B. Göteborg (Suède)","E2 - Chili","","",""
"Caryophyllaceae","Minuartia","sedoides Hiern","","","","","","Pyrénées, Alpes, Carpathes","10.56s","29/03/2011","Université de Postdam (Allemagne)","B4 - Pyrénées Calcaires","","",""
"Poaceae","Miscanthus","sinensis Anderss.","","","","","","Chine, Japon","90-3044s*","","JBU.Matsudo (Japon)","D3D - Chine, Japon","","",""
"Poaceae","Molinia","hungarica Milkovits","","","","","","Hongrie","07-1354s","02/03/2009","JB.Budapest (Hongrie)","C8 - Carpates-Balkans","","",""
"Brassicaceae","Moricandia","arvensis DC","suffruticosa Maire","","","","","Reg. Med.","10.103","29/03/2011","J.B. Zurich (Suisse)","C3 - Péninsule Ibérique","","",""
"Polygonaceae","Muehlenbeckia","complexa Meissn.","","","","","","Nouvelle-Zélande","89-324p","","Pépinière municipale (Nantes)","I4 - ","","",""
"Liliaceae","Muscari","bucharicum Rgl.","","","","","","Uzbekistan Oural","99-985s*","06/11/2006","JB.Taschkent (Ouzbekistan)","B6 - Caucase","","",""
"Liliaceae","Muscari","leucostomum G.Woronow","","","","","","Transcaspienne (Asie centrale)","84-155sA","","JB.Askhabad (U.S.A).","B9 - Carpates-Balkans","","",""
"Hyacinthaceae","Muscari","szovitsianum  Baker","","","","","","Pers.; rég. Caucase","99-1457s","28/03/2008","JB.Tbilisi (Géorgie)","B4 - Caucase","","",""
"Liliaceae","Muscari","szovitsianum Baker","","","","","","Caucase","99-1457s*","06/11/2006","JB.Tbilisi (Géorgie)","B8 - Caucase","","",""
"Boraginaceae","Myosotis","alpestris F. W. Schmidt","","","","","","Europe, Carpates","10.538s","29/03/2011","J. alpin la Ramberta, Montreux (Suisse)","B9 - Carpates-Balkans","","",""
"Amaryllidaceae","Narcissus","assoanus Dufour","","","","","","Europe  Australe","03-1195s*","06/11/2006","J.Alp.Graz (Autriche)","B8 - Caucase","","N.odorus",""
"Amaryllidaceae","Narcissus","assoanus Dufour","","","","","","Europe australe","06-1762s*","13/10/2010","Société d'horticulture (Autriche)","C3 - Péninsule Ibérique","","",""
"Amaryllidaceae","Narcissus","Bulbocodium L.","","","","","","Espagne.; Portugal","97-578s","12/07/1999","inconnue","C3 - Péninsule Ibérique","","",""
"Amaryllidaceae","Narcissus","bulbocodium L.","","","","","","Espagne Portugal       S-O France","07-1600s","13/10/2010","JB. Chemnitz (Allemagne)","B4 - Pyrénnées","","",""
"Amaryllidaceae","Narcissus","papyraceus Ker Gawl.","barlae (Parl.) Nyman","","","","","S.E. France, N. Italie, Portugal, S.W. Espagne","10.549s","29/03/2011","J.B. Lyon (France)","C3 - Péninsule Ibérique","","N. papyraceus Ker Gawl.  subsp. panizzianus (Parl.) Arcang.",""
"Amaryllidaceae","Narcissus","papyraceus subsp. polyanthus (Loisel.) Asch. & Graebn.","","","","","","S. France, Espagne, Italie","10.372s","29/03/2011","J.B. Prague (Rep. Tchèque)","E2 - Apennins","","N. polyanthus Loisel. (aussi = à N. polyanthos)",""
"Amaryllidaceae","Narcissus","triandrus L.","","","cernuus Salisb.","","","Alpes","01-209s*","06/11/2006","JB.Wurzburg (Allemagne)","B3 - Alpes Calcaires","","",""
"Poaceae","Nardus","stricta L .","","","","","","Europe; Nord de l'Asie","98-37s*","19/04/2000","JB.Oberhof (Allemagne)","A9 - Alpes siliceuses","","",""
" Alliaceae","Nectaroscordum","silicum  Lindl.","bulgaricum Stearn","","","","","Sud-Est Europe Turquie","08-498s","13/10/2010","JB Göteborg (Suède)","C8 - Carpathes    Balkans","","",""
"Nymphaceae","Nelumbo","nucifera gaertn.","","Osiris","","Lotus des Indes","L'espèce sauvage a des fleurs blanches et les graines sont comestibles.","Obtention horticole","99-1407p","","Ets.Botaniques Latour-Marliac","A10 - ","","",""
"Lamiaceae","Nepeta","nuda L.","","","","Nepeta nu","","Est de L'Europe","97-80s*","19/04/2000","Mr.Henri Besansson","B9 - Carpates-Balkans","Rocaille","",""
"Lamiaceae","Nepeta","reichenbachiana Fisch. & Mey.","","","","","","Arménie.; Perse","90-2558s","","JB.Tallinn (Estonie)","C5 - Chaînes Pontiques","","racemosa",""
"Lamiaceae","Nepeta","sibirica L.","","","","","","Sibérie","07-474s*","28/03/2008","JB.Onasbruck (Autriche)","D1 - Japon","","",""
"Brassicaceae","Noccaea","stylosa (Ten.) Rchb.","","","","","","Europe australe","10.131s*","29/03/2011","J.B. Göteborg (Suède)","C3 - Péninsule Ibérique","","",""
"Liliaceae","Nolina","beldingi T. S. Brandeg.","","","","","","Californie","86-554s","","JBU.de Mildred E Mathias Los Angeles","A2 - ","","","cf. beldingii"
"Liliaceae","Nolina","macrocarpa S. Wats.","","","","","","Arizona","95-27p","","Mr.Boff B.","A2 - ","","",""
"Liliaceae","Nolina","texana S. Wats.","","","","","","Texas (Amérique)","95-30p","","Mr.Boff B.","A2 - ","","",""
"Liliaceae","Nolina","texana S. Wats.","","","","","","Texas (Amérique)","95-30p","","Mr.Boff B.","A2 - ","","",""
"Nymphaeaceae","Nymphaea","hybrida Peck","","Escarboucle","","Nenuphar hybride","Très belles fleurs de couleur amarante.","Obtention horticole","99-1407pbis","","Ets.Botaniques Latour-Marliac","A10 - ","","","hybride"
"Nymphaeaceae","Nymphaea","odorata Ait","","","","Nenuphar odorant","Fleur parfumée, s'ouvrant le matin, se refermant l'aprés-midi, blanche, teintée de rouge.","Amérique Nord","99-335s*","","JBU.East Lansing (USA)","A10 - ","","",""
"Caryophyllaceae","Oberna","behen Ikonn.","","","","","","Mongolie-Japon","07-1808s","02/03/2009","JB.Karelia (Russie)","D3A - Chine, Japon","","",""
"Fabaceae","Onobrychis","alba W.K.","calcarea Ball.","","","","","Balkans","07-1738s","02/03/2009","JB.Sofia (Bulgarie)","B9 - Carpates-Balkans","","",""
"Fabaceae","Onobrychis","arenaria DC.","","","","","","S.Est Europe-France-Italie","07-1260s","02/03/2009","JB.Bolestraszyce (Pologne)","B3 - Alpes Calcaires","","",""
"Boraginaceae","Onosma","echioides  L.","","","","","","Europ., As.temp","06-822s*","28/03/2008","JB.Utrecht (Hollande)","E2 - Apennins","","",""
"Boraginaceae","Onosma","javorkae Simonkai","","","","","","Eur.","07-356s*","28/03/2008","JB.Trieste (Italie)","B3 - Alpes calcaires","","",""
"Boraginaceae","Onosma","visianii Clem.","","","","","","Syrie Mesopot.","03-1242s*","27/03/2006","Académie des sciences P.O.Box 664 100 Sofia (Belgique)","C5 - Chaînes Pontiques","","",""
"Boraginaceae","Onosma","taurica","","","","","","S.E. Europe","10.240s","29/03/2011","J.B. Innsbruck (Autriche)","B4 - Caucase","","",""
"Boraginaceae","Onosma","taurica Pall.","","","","","","S.E. Europe","10.50s","29/03/2011","J.B. Bayreuth (Allemagne)","C3 - Péninsule Ibérique","","",""
"Ophioglossaceae","Ophioglossum","lusitanicum L.","","","","","","Méditerranée & O-Europe","94-6009p*","","Belle Ile","A2 - ","","",""
"Ophioglossaceae","Ophioglossum","vulgatum L.","","","","","","Europe. ; Méditeranée","77-1768p","","Inconnue"," - ","","",""
"Convallariaceae","Ophiopogon","japonicus","","","umbrosus","","","Japon, Corée","10.386s*","29/03/2011","Takashi Nishiuchi, Konan City (Japon)","D3A - Chine, Japon","","",""
"Liliaceae","Ophiopogon","japonicus Ker-Gawl.","","","","Ophiopogon du Japon","A l'ombre il forme un couvre sol gazonnant très résistant.","Japon, Corée, Chine.","93-196s","","JB.Nanjingensis (Chine)","D3B - Chine, Japon","","",""
"Liliaceae","Ophiopogon","planiscapus  Nakai","","Nigrescens","","","","Japon","92-1351s","","JB.Wisley (R.H.S.)","D3B - Chine, Japon","","","var.Nigrescens"
"Cactaceae","Opuntia","amyclaea Tenore","","","","","","Mexique","94-163s","","Institut BU.Cagliari (Italie)","A2 - ","","",""
"Cactaceae","Opuntia","basilaris Engelm. & Bigel.","","","","","","Amérique boréale occidentale","93-501p*","","JBU.Liège (Belgique)","A2 - ","","",""
"Cactaceae","Opuntia","compressa Macbride","","","","","","?","93-706s*","","JBU.Genova (Italie)","A2 - ","","",""
"Cactaceae","Opuntia","dillenii Haw.","","","","","","Amérique australe","93-270s*","","JB.Hambourg","A2 - ","","",""
"Cactaceae","Opuntia","howeyi J.A.Purpus","","","","","","?","87-686p","","JB.Nancy (France)","A2 - ","","",""
"Cactaceae","Opuntia","humifusa Rafin.","","","","","","Amérique boréale","93-1055s","","JB.Lyon (France)","A2 - ","","",""
"Cactaceae","Opuntia","humifusa Rafin.","","","","","","Améique boréale","93-1055s","","JB.Lyon (France)","A2 - ","","",""
"Cactaceae","Opuntia","humifusa Rafin.","","","","","","Amérique boréale","93-1055s","","JB.Lyon (France)","A2 - ","","",""
"Cactaceae","Opuntia","humifusa Rafin.","","","","","","Amérique boréale","88-1138s","","JBU.Zürich (Suisse)","A2 - ","","vulgaris",""
"Cactaceae","Opuntia","imbricata DC.","","","","","","Mexique","88-2173s*","","JB.Phoenix (USA)","A2 - ","","",""
"Cactaceae","Opuntia","phaeacantha Engelm.","","","","","","N-Mexique","93-1056s","","JB.Lyon (France)","A2 - ","","",""
"Cactaceae","Opuntia","phaeacantha Engelm.","","","camanchica","","","?","93-1056s","","JB.Lyon (France)","A2 - ","","",""
"Cactaceae","Opuntia","phaeacantha Engelm.","","","minor","","","?","87-680p","","JB.Nancy (France)","A2 - ","","",""
"Cactaceae","Opuntia","phaeacantha Engelm.","","","albispina","","","?","93-517s","","Parcs et jardins Rubio I Tuduri (Barcelone)","A2 - ","","",""
"Cactaceae","Opuntia","rhodantha K.Schum.","","","","","","Amérique boréale","93-1057s","","JB.Lyon (France)","A2 - ","","",""
"Cactaceae","Opuntia","robusta Wendl.","","","","","","Mexique","86-3733s*","","JB.Mexico (Mexique)","A2 - ","","",""
"Cactaceae","Opuntia","tomentosa Salm-Dyck.","","","","","","Amérique australe","94-166s","","Institut BU.Cagliari (Italie)","A2 - ","","",""
"Cactaceae","Opuntia","vulgaris Miller","","","","","","Sud et SC-Europe.; EN-Amérique","87-679p","","JB.Nancy (France)","A2 - ","","",""
"Cactaceae","Opuntia","winteriana A.Berger","","","","","","?","93-276s","","JB.Balchik (bulgarie)","A2 - ","","",""
"Lamiaceae","Origanum","rotundifolium Boiss.","","","","","","Appennin","06-334s","06/11/2006","J.Alp.U.Insbruck (Autriche)","E2 - Apennins","","",""
"Lamiaceae","Origanum","tattanthum Gonsch.","","","","","","Chine Japon","05-2305s","06/11/2006","JB.Prague (Rép.Tchèque)","D1 - Chine, Japon","","",""
"Liliaceae","Ornithogalum","ponticum","","","","","","Caucase","85-1174s*","","JB.Yalta (Ukraine)","C5 - Chaînes Pontiques","","",""
"Iridaceae","Ornithogalum","sp. à vérifier vu avec CF.","","","","","","?","88-1022p","","Portugal CF.","C3 - Péninsule Ibérique","","",""
"Iridaceae","Orthrosanthus","multiflorus Sweet","","","","","","Australie","10.110s","29/03/2011","J.B. Zurich (Suisse)","G1 - Australie","","",""
"Osmundaceae","Osmunda","regalis L.","","","","","Fourgère fossile qui est présente sur tout le globe","W-Europe, extension vers E-Suède, Pologne et Turquie","86-3929p","","Ets.Lepage","G1 - ","","",""
"Osmundaceae","Osmunda","regalis L.","","","","","Fourgère fossile qui est présente sur tout le globe","W-Europe, extension vers E-Suède, Pologne et Turquie","Anc.coll.","","","E3 - ","","",""
"","Osmunda","regalis L.","","","","","Fourgère fossile qui est présente sur tout le globe","W-Europe, extension vers E-Suède, Pologne et Turquie","Anc.coll.","","","F1 - ","","",""
"Buxaceae","Pachysandra","terminalis Sieb. & Zucc.","","","","","","Japon","86-3857p","","Ets.Lepage","G1 - ","","",""
"Buxaceae","Pachysandra","terminalis Sieb. & Zucc.","","","","","","Japon","Anc.coll.","","","C9 - Carpates-Balkans","","",""
"Buxaceae","Pachysandra","terminalis Sieb. & Zucc.","","","","","","Japon","Anc.coll.","","","E1 - Himalaya","","",""
"Buxaceae","Pachysandra","terminalis Sieb. & Zucc.","","","","","","Japon","Anc.coll.","","","E3 - ","","",""
"Paeoniaceae","Paeonia","albiflora Pall.","","","","Pivoine","","Chine.; Japon","Anc.coll.","","","A10 - ","","",""
"Paeoniaceae","Paeonia","albiflora Pall.","","Tomatbako","","Pivoine","","Obtention horticole","Anc.coll.","","","A10 - ","","",""
"Paeoniaceae","Paeonia","albiflora Pall.","","Rigolote","","Pivoine","","Obtention horticole","Anc.coll.","","","A10 - ","","",""
"Paeoniaceae","Paeonia","albiflora Pall.","","Aandine","","Pivoine","","Obtention horticole","Anc.coll.","","","A10 - ","","",""
"Ranunculaceae","Paeonia","anomala L.","","","","","","Sibérie","03-416s","27/03/2006","JB.Greifswald (Allemagne)","D1 - Chine, Japon","","",""
"Paeoniaceae","Paeonia","broteroi Boiss. & Reuter","","","","","","S. & W Espagne, Portugal","06-309s","28/03/2008","JB.Munich (Allemagne)","C3 - Péninsule Ibérique","","",""
"Paeoniaceae","Paeonia","cambessedessii Willk.","","","","Pivoine","","Europe.; Asie Minor","98-2063s","21/03/2003","JB.Nantes","C3 - Péninsule Ibérique","","",""
"Paeoniaceae","Paeonia","caucasica  Schipcz.","","","","Pivoine caucasien","","Caucase","96-3328s*","","J.Alp.La Thomasia (Suisse)","B6 - Caucase","Sol sec et soleil (Genre)","",""
"Paeoniaceae","Paeonia","caucasica  Schipcz.","","","","","","Caucase-URSS","05-158s","28/03/2008","Mr.Bonnet (Suisse)","B4 - Caucase","","",""
"Paeoniaceae","Paeonia","daurica Andrews","coriifolia  D.Y.Hong","","","","","Caucase","06-307s","28/03/2008","JB.Munich (Allemagne)","C3 - Caucase","","",""
